Director,MeanRating
Rajsekhar,5.0
Rajshree Ojha,5.0
Raju Chouhan,3.1
Raju Desai,6.0
Raju Eswaran,7.3
Raju Khan,3.6
Raju Mavani,4.4
Raju Saigal,5.0
Raju Subramaniam,4.0
Raka,5.9
Rakesh Bedi,2.1
Rakesh Chaturvedi Om,5.375
Rakesh Kakaria,5.2
Rakesh Kudalkar,7.0
Rakesh Kumar,6.116666666666666
Rakesh Mehta,5.3
Rakesh Nahata,4.0
Rakesh Parmaar,6.699999999999999
Rakesh Prasad,7.2
Rakesh Ranjan Kumar,3.5
Rakesh Roshan,6.097142857142857
Rakesh Sawant,5.66
Rakeysh Omprakash Mehra,6.5928571428571425
Rakhan,6.5
Ram Daryani,5.7
Ram Dayal,6.6
Ram Gopal Varma,5.558064516129032
Ram Govind,5.5
Ram Kamlani,5.9
Ram Madhvani,7.599999999999999
Ram Maheshwari,6.5
Ram Mukherjee,6.699999999999999
Ram Pahwa,2.8
Ram Ramesh Sharma,7.1
Rama Rao Tatineni,5.318518518518518
Raman B. Desai,6.0
Raman Kumar,4.414285714285714
Ramana,3.8000000000000003
Ramanand Sagar,6.764285714285714
Ramanarayanan,3.8
Ramanlal Desai,4.8
Ramanna,4.5
Ramanna T.R.,4.8
Ramchandra P.N.,7.2
Ramchandra Thakur,5.400000000000001
Ramesh Ahuja,5.08
Ramesh Behl,5.8
Ramesh Modi,5.0
Ramesh Saigal,7.2272727272727275
Ramesh Sippy,6.285185185185185
Ramesh Talwar,6.48
Ramesh U. Lakhiani,2.95
Ramin Bahrani,7.1
Ramkishan Choyal,8.8
Ramkumar Bohra,6.0
Ramkumar Pawadia,5.8
Ramkumar Shedge,8.0
Ramu Kariat,7.7
Randeep Jha,7.099999999999999
Randhir Kapoor,6.487500000000001
Rani Mukerji,3.9
Ranjan Bose,4.6
Ranjan Chandel,7.2
Ranjan Shandilya,6.5
Ranjeet,5.2
Ranjeet Gupta,4.9
Ranjit Kapoor,6.0
Ranjit Tewari,6.2
Ranveer Pratap Singh,6.1
Rao C.S.R.,4.4
Rasool Ellore,5.6
Rati Agnihotri,3.1
Ratnaa Sinha,7.6
Ravi Chopra,6.055555555555555
Ravi Dewan,5.3
Ravi Godse,7.7
Ravi Jadhav,4.9
Ravi K. Chandran,3.5
Ravi Kapoor,7.3
Ravi Kumar,7.2
Ravi Raja,5.4
Ravi Raja Pinisetty,5.720000000000001
Ravi Sharma Shankar,3.6
Ravi Sinha,4.8
Ravi Tandon,6.716666666666666
Ravi Udyawar,7.3
Ravi Varma,5.8
Ravichandran,5.2
Ravikant Nagaich,6.092499999999999
Ravinddra Khare,4.9399999999999995
Ravinder Ravi,2.4
Ravindra Arora,4.3
Ravindra Dave,6.642857142857143
Ravindra Gautam,6.0
Ravindra Peepat,5.566666666666666
Ravindra Singh,5.4
Reema Kagti,6.866666666666666
Reema Rakesh Nath,5.3
Rehman Naushad,5.3
Remo D'Souza,3.993333333333333
Remy Kohli,6.599999999999999
Renju Ramesh,5.5
Renuka Shahane,6.1
Renzil D'Silva,5.7
Revathi,6.449999999999999
Ribhu Dasgupta,5.7125
Richard Attenborough,8.0
Richie Mehta,7.3
Rikhil Bahadur,5.900000000000001
Rima Das,6.8
Rishi Kapoor,5.5
Rishi Prakash Mishra,5.8
Ritam Srivastav,7.3
Ritesh Batra,7.35
Ritesh Menon,6.95
Ritesh s Kumar,5.8
Rituparno Ghosh,6.863636363636363
Robbie Grewal,6.833333333333333
Robert Lieberman,5.7
Robin Khosla,6.7
Rohan Sippy,6.0
Rohena Gera,7.7
Rohit Arora,8.7
Rohit Dhawan,5.34
Rohit Dwivedi,8.1
Rohit Jugraj,5.15
Rohit Kaushik,5.8
Rohit Krishnakant Nayyar,4.866666666666667
Rohit Manash,4.4
Rohit Mittal,6.133333333333333
Rohit Philip,7.1
Rohit Shetty,5.743243243243243
Rohit Vaid,7.7
Roland Joff�,4.6
Romesh Sharma,6.15
Romilla Mukherjee,6.2
Ronit Jadhav,8.8
Roop K. Shorey,6.5
Rosauro Adorable,5.5
Roshan Abbas,4.0
Roshan Taneja,5.400000000000001
Ruchi Narain,5.785714285714286
Ruchika Oberoi,6.7
Rudra Patla Venugopal,3.6
Rumi Jaffery,4.35
Rupesh Paul,6.74
S Krishna,6.400000000000001
S. Bannerjee,6.8
S. Deepak,4.7
S. Gawli,4.0
S. Karnam,4.1
S. Khalil,7.3
S. Kumar,4.9
S. Manasvi,5.3
S. Narayan,8.5
S. Ram Sharma,7.900000000000001
S. Ramanathan,6.20625
S. Shankar,7.2875
S. Soni,4.2
S. Sukhdev,6.9
S. Sunil,9.0
S. Waris Ali,4.5
S.A. Akbar,5.985714285714286
S.A. Chandrashekhar,5.708333333333333
S.A. Kader,5.7
S.D. Narang,4.2
S.J. Suryah,5.15
S.K. Kapur,3.4
S.K. Ojha,6.7
S.K. Prabhakar,6.7
S.K. Subash,4.25
S.M. Abbas,5.68
S.M. Sagar,5.67
S.N. Banerjee,6.3
S.N. Tripathi,6.58
S.P. Muneshwar,4.8
S.P. Muthuraman,6.29047619047619
S.R. Pratap,3.9599999999999995
S.R. Puttana Kanagal,7.1
S.S. Balan,6.775
S.S. Dharwadkar,7.5
S.S. Ravichandra,5.1571428571428575
S.S. Vasan,6.8875
S.U. Sunny,7.24
S.U. Syed,3.3499999999999996
S.V. Rajendra Singh Babu,6.6499999999999995
Saabir,5.0
Saad Khan,7.5
Saahil Prem,5.1
Saandesh Nayak,4.4
Saawan Kumar Tak,5.003571428571428
Sabal Singh Shekhawat,6.2
Sabir,4.2
Sabir Khan,4.345454545454545
Sabyasachi Mohapatra,7.900000000000001
Sachin Agarwal,5.8
Sachin Bajaj,3.2999999999999994
Sachin Gupta,5.5
Sachin Kamlakar Khot,3.7
Sachin Kundalkar,4.4
Sachin P. Karande,6.225
Sachin Pilgaonkar,5.475
Sachin Yardi,5.683333333333334
Sachindra Sharma,1.6
Sadaqat Hussein,3.9
Sadashiv J. Row Kavi,5.4
Sadhu Meher,5.9
Saeed Akhtar Mirza,7.011111111111111
Safdar Rahman,6.5
Sagar Ballary,5.355555555555556
Sagar Pathak,8.3
Sagar Sarhadi,7.0
Saheem Khan,5.8
Sahil Sangha,5.8
Sai Kabir,4.5
Sai Paranjape,7.466666666666666
Saif Ali Sayeed,10.0
Saif Baidya,7.3999999999999995
Saif Hyder Hasan,5.6
Sajeev Balath,7.5
Sajid,4.75
Sajid Ali,7.8
Sajid Khan,3.8
Sajid Nadiadwala,5.3
Sajit Warrier,4.4
Saket Chaudhary,6.728571428571429
Saket S. Behl,7.1
Sakthi Chidambaram,2.7
Salar Shaikh,2.5
Salim Raza,2.7000000000000006
Salim Suma,5.5
Samar Chatterjee,5.9
Samar Iqbal,5.5
Samar Khan,5.74
Sameer Hanchate,7.2
Sameer Joshi,6.3
Sameer Khan,4.066666666666666
Sameer Malkan,5.49
Sameer Patil,5.6
Sameer Sharma,6.6
Sameer Sippy,4.0
Sameer Thahir,7.7
Sami Khan,7.5
Samir Ganguly,6.691666666666666
Samir Joshi,6.2
Samir Karnik,5.126666666666667
Samir Soni,5.5
Samir Tewari,3.6
Samit Basu,5.5
Samit Kakkad,5.233333333333333
Sammir i Patel,5.8
Samudra V.,3.9
Sanal Kumar Sasidharan,7.0
Sanamjit Singh Talwar,5.2
Sandeep A. Varma,7.2
Sandeep Bhatt,3.2000000000000006
Sandeep Chatterjee,3.2999999999999994
Sandeep Kumar,3.4
Sandeep Kumar Chandola,7.0
Sandeep Mishra,7.2
Sandeep Mohan,8.15
Sandeep Pandey,6.8
Sandeep Reddy Vanga,7.099999999999999
Sandip Ray,8.049999999999999
Sangeeth Sivan,4.394736842105263
Sanghamitra Chaudhuri,6.5
Sanjay Amar,5.85
Sanjay Bhatia,4.8
Sanjay Chhel,4.185714285714285
Sanjay D. Singh,6.1
Sanjay Dayma,6.7
Sanjay F. Gupta,5.5
Sanjay Gadhvi,5.385
Sanjay Gupta,5.575
Sanjay Jadhav,5.9
Sanjay Jha,6.2
Sanjay Khan,6.12
Sanjay Khandelwal,6.233333333333333
Sanjay Khanna,4.74
Sanjay Leela Bhansali,7.016666666666667
Sanjay M. Khanduri,5.75
Sanjay Niranjan,6.3
Sanjay Patel,7.3
Sanjay Puran Singh Chauhan,6.925
Sanjay Sharma,3.7
Sanjay Srinivas,2.9
Sanjay Talreja,6.3
Sanjay Tripathy,7.3
Sanjay Zaveri,3.1
Sanjeev Kumar Rajput,6.7
Sanjeev Reddy,6.1
Sanjeev Sharma,5.7
Sanjeev Vedwan,6.6
Sanjib Dey,6.5
Sanjiv Jaiswal,4.3
Sanjivan Lal,7.3
Sanjoy Nag,6.550000000000001
Sanju K. Gupta,3.9
Sankalp Reddy,7.599999999999999
Sanoj Mishra,5.6
Santanu Bhowmick,6.7
Santosh Kashyap,7.6
Santosh Sivan,6.875
Santram Varma,5.2
Sapna Bhavnani,9.3
Saran,6.5
Sarankant,5.8
Sardar Talukdar,4.7
Sareesh Sudhakaran,6.4
Sarmad Khan,4.5
Sartaj Singh Pannu,6.4
Sarthak Dasgupta,6.266666666666667
Sarvottam Badami,6.4
Sasikumar,6.400000000000001
Sathish,4.8
Sathya Prabhas Pinisetty,6.6
Sathyan Anthikad,7.599999999999999
Satish Kasetty,6.8
Satish Kaushik,5.027027027027027
Satish Nigam,6.6
Satish Rajwade,5.7
Satpal,6.4
Sattwik Mohanty,7.3
Satyajit Bhatkal,5.15
Satyajit Ray,7.449999999999999
Satyen Bose,6.929729729729729
Saumyy Shivhare,8.3
Saurab Narang,5.0
Saurabh Gulab Rao,8.5
Saurabh Kabra,4.2
Saurabh Shukla,5.7555555555555555
Saurabh Varma,5.85
Savin Tuscano,5.400000000000001
Seema Bhargava,7.6
Seema Desai,6.0
Seema Kapoor,5.25
Sekhar Suri,6.8
Selva,3.6
Seshu Kmr,6.6
Shaad Ali,5.623529411764705
Shadaab Mirza,5.1
Shadab Ahmad,9.0
Shadab Khan,4.0
Shafi Inamdar,6.3
Shahab Shamsi,4.7
Shaheed Latif,6.628571428571428
Shahid Kazmi,6.75
Shaik Khaja Hussain,6.1
Shailendra Pandey,5.3
Shailendra Shukla,6.6
Shailendra Singh,6.5
Shailendra Singh Rajput,6.1
Shailesh Verma,4.7
Shaji N. Karun,5.1
Shakeel Noorani,4.3500000000000005
Shakir Khan,6.8
Shakirul Alam,7.5
Shakti,8.2
Shakti Samanta,6.718571428571429
Shakun Batra,6.7
Shamin Desai,3.7
Shammi,6.099999999999999
Shammi Chhabra,5.1
Shammi Kapoor,6.8
Shamshad Pathan,3.9
Shankar Addi Mehra,7.5
Shankar Mukherjee,6.911111111111111
Shankar Vikram,5.6
Shankaraiya,5.1
Shanker Raman,6.5
Shankhadeep,3.7
Shantanu Anant Tambe,3.5
Shantaram Rajaram Vankudre,6.8
Shantilal Soni,6.4875
Sharad Chaudhary,4.6
Sharad Sharan,5.0
Sharadsingh Thakur,6.3
Sharan Sharma,5.3
Sharankumar Chand,6.4
Sharat Katariya,6.875
Shareeph Mansuri Saranawala,3.2
Sharique Minhaj,6.8
Shashank Khaitan,5.6625
Shashank Udapurkar,4.9
Shashanka Ghosh,6.144444444444444
Shashant Shah,6.442857142857143
Shashi Kapoor,5.3
Shashi Ranjan,3.3200000000000003
Shashi Sudigala,6.1
Shashilal K. Nair,5.50625
Shaukat Hussain Rizvi,6.2
Shaurya Singh,6.8
Shawn Arranha,3.4000000000000004
Sheershak Anand,3.875
Shefali Bhushan,6.2
Shekhar Kapur,7.8
Shekhar S. Jha,6.75
Shekhar Sirrinn,5.3
Shekhar Suman,5.1
Shekhar Ujjaninwal,2.8
Shekkhar Suri,6.8
Shelly Chopra Dhar,5.5
Shibu Mitra,5.433333333333333
Shiladitya Moulik,6.5
Shilpa Ranade,7.0
Shilpi Dasgupta,4.0
Shimit Amin,7.875
Shirish Kunder,4.433333333333334
Shiv Hare,8.2
Shiv Kumar,5.2
Shiv Sahni,6.5
Shiva,4.8
Shiva Rindani,8.2
Shiva Shakti Datta,4.3
Shivajee Chandrabhushan,7.1
Shivaji Lotan Patil,5.8
Shivakumar,5.5
Shivam Nair,6.35
Shivam Tiwari,6.1
Shivendra Singh Dungarpur,7.8
Shivram Yadav,4.74
Shlok Sharma,6.166666666666667
Shoib Nikash Shah,7.1
Shomu Mukherjee,5.34
Shona Urvashi,5.400000000000001
Shonali Bose,7.425
Shoojit Sircar,7.4071428571428575
Shrabani Deodhar,3.3
Shravankumar Tiwari,5.3
Shree Narayan Singh,6.4
Shrey Srivastava,3.75
Shreyas Talpade,5.4
Shrikant Sharma,4.4
Shripal Morakhia,4.3
Shriram,5.3
Shubh Mukherjee,4.9
Shubham Singh,5.5
Shubhashish Bhutiani,7.1
Shuja Ali,5.1
Shujaat Saudagar,5.0
Shukla Barnali Ray,4.3
Shyam Benegal,7.1875
Shyam Bharteey,8.8
Shyam Madiraju,7.7
Shyam Ralhan,5.35
Shyam Ramsay,5.44390243902439
Shyamal K. Mishra,5.8
Sibte Hassan Rizvi,5.7
Siddharth Anand,5.966666666666666
Siddharth Anand Kumar,6.3
Siddharth Malhotra,6.359999999999999
Siddique,4.7
Sidharth Srinivasan,6.05
Sikandar Khanna,6.7
Sikander Bharti,4.93076923076923
Singeetam Srinivasa Rao,6.566666666666666
Sisir Misra,4.975
Sisir. P. Mishra,4.7
Siva,5.4
Smeep Kang,4.1000000000000005
Sneha Taurani,6.0
Snehashish Mondal,8.9
Sohail Khan,5.006666666666666
Sohail Tatari,6.166666666666667
Soham Shah,4.7
Sohan Roy,3.2999999999999994
Sohanlal Kanwar,6.55
Sohrab Modi,6.74375
Sonam Nair,5.6
Soni Razdan,3.9
Sooni Taraporevala,7.6
Sooraj R. Barjatya,6.0
Soumendra Padhi,7.599999999999999
Soumik Sen,5.466666666666666
Soumitra Ranade,5.725
Sourabh Shrivastav,5.4
Sourabh Shrivastava,5.5
Sreenu Vaitla,5.400000000000001
Sridhar Allani,6.9
Sridhar Rangayan,6.466666666666666
Sridhar Reddy,4.5
Srijit Mukherji,6.699999999999999
Srikanth Velagaleti,6.0
Srinivas Bhashyam,4.8999999999999995
Srinivas Sunderrajan,5.7
Srinivasa Rao Jonnalagadda,4.5
Sriparna Dey,6.1
Sriram Raghavan,7.22
Sriram Raja,9.7
Sriramulu Naidu S.M.,7.2
Stanley D'Costa,1.8
Stanley Joseph,7.400000000000001
Steven Spielberg,6.400000000000001
Subhankar Ghosh,8.0
Subhash Agrawal,7.7
Subhash Ghai,6.228301886792453
Subhash Kapoor,6.641666666666667
Subhash Mukherjee,6.7
Subhash Sehgal,3.875
Subhash Sharma,5.9
Subhash Sonik,4.7
Subodh Mukherji,6.640000000000001
Subodh Nagdeve,7.9
Subroto Paul,3.9
Sudarshan Nag,4.3
Sudeep,6.5
Sudeep Ranjan Sarkar,5.5
Sudesh Issar,6.1000000000000005
Sudha Kongara,7.975
Sudhanshu Saria,5.8
Sudhanshu Sharma,8.0
Sudharshan Lal,2.9
Sudhendu Roy,6.75
Sudhir Dalvi,6.5
Sudhir Mishra,6.484
Sudhir Pillai,2.4
Sudhir R. Nair,4.8
Sudhish Kumar Sharma,5.550000000000001
Sudip Bandyopadhyay,6.3
Sudipto Chattopadhyay,5.366666666666667
Sudipto Sen,5.2
Suhaib Ilyasi,7.8
Suhasini,7.0
Suhrud Godbole,9.4
Sujoy Ghosh,6.293333333333333
Sukhdev Ahluwalia,3.3
Sukhen Das,6.5
Sukhwant Dhadda,7.1
Sukumar Nair,6.8
Sultan,2.8
Sultan Ahmed,5.475
Suman Ganguli,5.7
Suman Ghosh,7.6
Sumana Mukherjee,5.2
Sumeet Chawla,4.0
Sumit Sinha,6.3
Sumitra Bhave,5.7
Sunaina Bhatnagar,5.8
Sunanda Mitra,4.5
Sunanda Shyamal Mitra,3.4
Sundar C.,5.17
Sundeep Malani,4.2
Sunder Dar,5.9399999999999995
Sunder Pal,6.2
Suneel Darshan,4.177272727272728
Suneet Arora,3.9
Suneil Anand,4.8
Sunhil Sippy,3.9
Sunil Advani,5.7
Sunil Agnihotri,4.1
Sunil Dutt,7.05
Sunil Hingorani,5.14
Sunil K. Reddy,4.4
Sunil Pal,4.3
Sunil Patel,8.9
Sunil Sanjan,5.1
Sunil Shah,5.8
Sunil Sharma,4.5
Sunil Sikand,4.7
Sunil Singh,6.5
Sunil Subramani,5.4
Sunil Tiwari,5.0
Sunit Sinha,7.2
Sunny Bhambhani,5.3
Sunny Deol,5.3999999999999995
Suparn Varma,4.833333333333333
Supavitra Babul,4.1
Suraj Bharti,3.5
Suraj Joshi,8.3
Suraj Prakash,5.70625
Surender Reddy,5.6
Surendra Kumar Bohra,4.9
Surendra Mohan,6.028571428571429
Suresh,4.5
Suresh Jain,4.5
Suresh Krishna,5.75
Suresh Triveni,7.0
Surindara Suri,5.7
Surya Lakkoju,2.4
Surya Prakash,3.9
Susant Misra,9.0
Sushen Bhatnagar,4.8999999999999995
Sushikailash,5.0
Sushil Majumdar,6.5
Sushil Malik,5.400000000000001
Sushil Rajpal,7.3
Sushil Vyas,5.2
Sushma Shiromani,3.1
Sushmit Ghosh,8.1
Susi Ganesan,2.3
Suvahhdan Angre,6.9
Suvendu Ghosh,4.2
Suzad Iqbal Khan,4.683333333333334
Swamy V.S.R.,6.400000000000001
Swapan Saha,5.6
Swapna Joshi,4.0
Swaroop Kanchi,6.400000000000001
Swaroop Kumar,4.616666666666666
Syed Ahmad Afzal,6.6571428571428575
Syed Hussain,6.4
T. Hariharan,5.3
T. Madhava Rao,5.7
T. Prakash Rao,6.568181818181818
T.L.V. Prasad,4.520833333333333
T.R. Raghunath,4.5
T.R. Sundaram,5.0
T.S. Ranga,6.8
Tabrez Hashmi,3.5
Tabrez Noorani,7.4
Tahir Hussain,4.7
Tajdar Amrohi,4.0
Talat Jani,4.775
Tannishtha Chatterjee,7.8
Tanuj Bhramar,5.633333333333333
Tanuja Chandra,6.114285714285714
Tanushri Chattrji Bassu,6.3
Tanveer Hashmi,3.45
Tanveer Khan,4.2375
Tanvir Ahmad,3.6
Tapan Sinha,7.533333333333333
Tapi Chanakya,6.584615384615384
Tara Harish,6.357142857142857
Taranjiet Singh Namdhari,7.099999999999999
Taranveer Singh,4.5
Tariq Bhat,6.0
Tariq Khan,4.7
Tariq Shah,4.233333333333333
Tarun Dutt,5.1
Tarun Madan Chopra,6.599999999999999
Tarun Majumdar,6.983333333333333
Tarun Mansukhani,5.0
Tarun s Bisht,5.4
Teerat Singh,2.9
Teja,3.9
Terrie Samundra,3.4
Thampi Kannanthanam,6.3
Thiru,5.5
Tigmanshu Dhulia,6.5
Tilak Shetty,7.8
Tinnu Anand,6.1909090909090905
Tinnu Verma,3.35
Tom Alter,9.2
Tonje Gjevjon,6.3
Tony Juneja,4.05
Trilok Jetley,7.0
Tulsi Ramsay,6.1
Tushar Hiranandani,7.7
Tushar Waghela,6.5
U.C. Roshan,3.2
Udai Singh Pawar,6.7
Uday Shankar,6.7
Udayshankar,4.8
Udyakanth,3.6
Ugyen Chhopel,7.9
Ujjwal Chatterjee,4.2
Ujjwal V. Thengdi,5.9
Umesh Bist,5.1
Umesh Ghadge,1.9
Umesh Mehra,5.26
Umesh Shukla,6.17
Umesh Vinayak Kulkarni,7.2
Utpalendu Chakrabarty,7.5
Uttar Kumar,6.9
V. Gowthaman,6.0
V. Joshi,5.0
V. Madhusudan Rao,6.05
V. Menon,3.6714285714285717
V. Ravichandran,6.0
V. Ravindra,5.9
V. Subba Rao,5.7
V.G. Samant,7.6
V.K. Choudhary,7.0
V.K. Prakash,4.8
V.K. Singh,5.9
V.M. Vyas,6.6
V.V. Vinayak,6.8
Vaibhav Misra,4.5
Van Maximilian Carlson,8.0
Vandana Kataria,5.8
Vara Mullapoodi,4.9
Varadraj Swami,6.6
Varun Khanna,3.5
Varun Middha,4.3
Vasan Bala,7.2
Vasant Joglekar,6.02
Ved Rahi,6.2
Ved-Madan,6.125
Veerendranath Yandamoori,6.2
Venkatesh Bk,9.3
Vetrimaaran,8.5
Vibhu Puri,5.5
Vickrant Mahajan,5.9
Vicky Bhardwaj,5.3
Vicky G.,3.4
Vicky Ranawat,5.4
Vicky S. Kumar,3.3
Vicky Tejwani,4.2
Vidhi Kasliwal,5.1000000000000005
Vidhu Vinod Chopra,6.463157894736842
Vierendrra Lalit,7.0
Vijay,6.333333333333333
Vijay Anand,7.284375
Vijay B.,6.5
Vijay Bhatt,6.839130434782609
Vijay Ghatge,4.2
Vijay Jayapal,5.9
Vijay K. Bhaskar,6.4
Vijay Kapoor,5.4
Vijay Krishna Acharya,4.5125
Vijay Kumar Mishra,5.2
Vijay Lalwani,7.099999999999999
Vijay Patkar,4.6
Vijay Raaz,7.400000000000001
Vijay Ratnakar Gutte,6.0
Vijay Reddy,5.260000000000001
Vijay S. Bhanushali,3.25
Vijay Sadanah,6.2625
Vijay Sharma,6.433333333333334
Vijay Singh,5.6
Vijay Suthar,8.6
Vijaya Mehta,6.4
Viji Thampi,5.2
Vijit Sharma,6.099999999999999
Vikas Bahl,6.6909090909090905
Vikas Desai,6.8
Vikas Kavthekar,6.7
Vikas Khanna,7.9
Vikram Bhatt,4.835
Vikram K. Kumar,7.3
Vikram Nath Gupta,6.2
Vikram Pradhan,5.1
Vikram Veturi,6.5
Vikramaditya Motwane,7.4
Vikramjit Singh,3.2999999999999994
Vimal Kumar,4.269230769230769
Vimal Reddy,4.7
Vinay Shukla,5.566666666666666
Vinayan,4.525
Vineet Khetrapal,5.3
Vinil Mathew,6.8
Vinnil Markan,5.3
Vinod Dewan,5.233333333333333
Vinod K. Verma,4.9
Vinod Kumar,6.4
Vinod Mehra,4.9
Vinod Mukhi,3.45
Vinod Pande,4.1125
Vinod Talwar,4.3
Vinod Tiwari,3.1
Vipin Parashar,3.5
Vipin k Sethie,5.9
Vipul Amrutlal Shah,5.511764705882353
Vipul K. Rawal,7.9
Viral H. Patel,4.3
Virendra Saini,6.550000000000001
Virendra Sharma,5.6
Visakh G S,5.2
Vishal Bhardwaj,7.151724137931034
Vishal Mahadkar,5.0
Vishal Mishra,4.949999999999999
Vishal Mourya,8.8
Vishal Pandya,4.484615384615385
Vishesh Bhatt,4.9
Vishnupant Govind Damle,7.566666666666666
Vishram Bedekar,6.3
Vishram Sawant,6.699999999999999
Vishwa Bhanu,9.3
Vishwamitra,5.266666666666667
Vishwas Paandya,6.400000000000001
Vishwas Patil,2.3
Vishwesh Krishnamoorthy,7.4
Vivek Agnihotri,5.4941176470588236
Vivek Budakoti,6.3
Vivek Sharma,5.2875
Vivek b Agrawal,4.1
Wanphrang Diengdoh,7.0
Wasi Khan,6.4
Wes Anderson,7.2
Willard Carroll,4.8
William Hunt,3.4
Wilson Louis,4.7
Xavier Agudo,5.599999999999999
Y. Eshwara Reddy,4.4
Y. Nageswara Rao,6.659999999999999
Y.P. Singh,6.099999999999999
Yakub Hasan Rizvi,6.449999999999999
Yash Chopra,7.010526315789474
Yogendra Singh,7.5
Yogesh Bharadwaj,5.55
Yogesh Dattatraya Gosavi,7.4
Yogesh Ishwar,4.2
Yogesh Pagare,4.0
Yunus Sajawal,6.1
Yusuf Khan,4.0
Yusuf Naqvi,6.7
Yusuf Qasmi,6.2
Yuvraj Kumar,6.95
Y�g� Sak�,6.8
Zaheer D. Lari,6.1
Zaid Ali Khan,5.5
Zaigham Imam,6.75
Zanane Rajsingh,6.7
Zeishan Quadri,7.2
Zia Sarhadi,6.82
Ziaullah Khan,5.6
Zoya Akhtar,6.878571428571428
Zubair Khan,5.4
Zunaid Memon,6.400000000000001
